texts,labels,target,target_index,
"Ninja , Went to see the PS today had three of the four drains pulled . Breast is feeling alittle full now / He is still very pleased with the free flap . It is starting to get a little softer on the medial upper quadrant . I had a lift on the left side and have not had any discomfort at all on that side . On the right side I have the full feeling , the only pain I have had on that side is at the SNB site with pain going down my upper arm , tightness .",1,ride,414,
Hi Mlvaughan - welcome to the club that none of us wanted to join . I 'm sorry about your dx and the unprofessionalism of your doctor . Definitely get a second opinion - and also ask for a second opinion on the Pathology report .,1,ride,152,
"Leggy , this is so horrible hearing about your pain . Certainly there is some medications that can help ? I hope so . I went to my Surgeon following ultra sound and he said it was seroma . I thought he would just syringe the fluid out but he gave me some pills and a local and installed a dang Jackson Pratt drain . Oh , what a pain those are .",0,lights,318,
"Saw surgeon today , path report was negative and he thinks he got everything but wo n't really know about calcifications until I have a mammogram in a few weeks .",1,road,46,
Thought I 'd start a new post on the wacky side effects of chemo .,1,ride,36,
"Sumby , we are almost in similar situations with this BC . My doctors are going so slow with me . I was diagnosed in December and had MX in March . I had lymphs involved then had to go back for auxiliary dissection . I was suppose to start chemo this week , but they want and okay from my Rheumatologist , and PCP .",1,road,298,
Sandie ; It looks like we are in the SAME boat on this one .,1,boat,10,
"I just got the news on Dec. 9 and am still in the process of figuring it all out . Learned just this morning that I am HER-2 negative , which supposedly means it is a slow-growing cancer .",1,boat,166,
"Hi gals , Melia I hope you get thru that touchy office situation ok .",0,lights,50,
I have been taking Arimidex for 2 and 1/2 years and started experiencing eye problems about six months ago that have gotten progressively worse .,0,light,46,
"Good evening friends . Finally over the hump ... eighteen down and seventeen to go . I had a nice four day break for Thanksgiving which was a real gift to my skin . It has red bumps which come to a head like a pimple and then turn into sunburn like blisters . Today , Mr. Personality , my rad onc finally agreed that it was a little irritated .",1,road,268,
Yeah this is me to . Dottie I just replied to another post about recent diagnosis .,1,boat,26,
"Hi Hattie , my sister was dx in Feb. . The most comforting thing -LRB- which I learned through trial and error -RRB- is let her express her anger , or devastion or what ever it is she is feeling , or she will close down and feel very lonely even though you are there for her . I feel it is imperative to allow our sisters to feel what they feel , hug her , cry with her , and most definetly cellebrate the good days she will have , they may be few and far between .",1,ride,417,
"hey vision , just want u to know , am praying . my orig . surgery included a pretty good size attatchment 2 the chest wall .",0,candles,104,
Hi December girls !! Great news today . Only ten more to go .,0,light,52,
"hey stanzie . . yeah , this time i really am scared . they cant seem to kill this strain.im guessing another hospital visit may be coming . i chose not to take any meds for ms , because it has been so good , for so long .",1,light,209,
"Those memories flood back , do n't they ? To the day of your diagnosis ... wondering if you would outrun the beast , survive the treatments , stay emotionally grounded .",1,boat,45,
We,1,light,72,
"just my opinion . . wait ... it will be so imp . that u get the right dr. i waited , and he drove me crazy running tests ; i wanted it OUT ! i know how frustrating the wait is , how scary ... i had a dblm , in the end , i am so grateful ; 1 .",1,light,205,
"Hello , I 'm new to the boards and just wanted to say hello . I actually have my first visit with my oncologist this evening .",1,road,61,
"Hi Liz , Well , the paper you wish to review is in the Jan 30 , 2008 Journal of the National Cancer Institute , and as yet this is not available online : 1 . -LRB- Journal of the National Cancer Institute -LRB- 2008 , January 30 -RRB- . Protein Associated With Poor Breast Cancer Prognosis .",1,light,247,
"Hi All ! Starting chemo on 11/6 . 4 rounds of A/C -LRB- every 3 weeks -RRB- , Taxol/Herceptin weekly for 12 weeks and Herceptin every 3 weeks until Nov. ' 07 .",1,road,59,
SV - sometimes I wonder if you are like that cartoon guy with the black cloud over his head all the time .,0,boat,50,
"Just wanted to tell you all that I got there , I walked about 2.5 miles , and I felt just great ! JP did it with me -LRB- with tens of thousands of survivors and supporters -RRB- , the weather cooperated -LRB- it cooled off and the rain stayed away , mostly -RRB- and now we 're down on Solomons on the boat .",0,boat,63,
"i too , dont sleep enough , and have seen that peice . its a great idea .",1,light,64,
"I think you are entitled to a 2nd opinion and I would push on the ins . co paying for it - find out first . I ended up getting a 2nd & 3rd opinion on my decision to have a mastectomy for DCIS -LRB- family history of bc , dense breasts , lifestyle , and I had taken taxoxifen for 5 years as a prevention and still developed DCIS ! -RRB- .",1,road,281,
Shirley -- Has n't time taken on this odd elastic dimension ? The waiting for test results and appointments seems to last forever but then suddenly you are there ! And I never spent such huge amounts of time thinking about boobs .,1,road,110,
I 've recently been diagnosed with a local recurrence -LRB- 9mm -RRB- and I 'm confused about SNB . I was originally treated in 2000 with lumpectomy and SNB - 14 nodes which included 2 sentinels were removed - all negative .,1,light,128,
"It is a very personal decision . NYCarol makes a good point . Part of the reason I decided against chemo was that the doctor reminded me of a couple of things . One , that chemo does n't cut your risk completely , it lowers it by a certain percent and two , that you should weigh the percent of lowering risks against the chance that you will have a serious side effect .",1,road,189,
I started chemo 4 weeks & 3 days after mastectomy surgery . I 'm glad that I started as soon as possible because now the chemo part is over and looking forward to having my hair back and am moving on to implant surgery and then radiation .,1,road,62,
"Welcome , Zogo -- I had my bilateral DIEP in Boston , a 5 hour ride from home .",0,ride,15,
"Billynda ... My rad onc told me to use cornstarch -LRB- the cooking type -RRB- instead of deod ... also she would not let me use any cremes unless she approved ... I tended to wear 2 piece outfits so all I had to do was take off my top ... I did n't have to hold a handle , so no advice there ... I too had my expanders during rads ... .",1,light,160,
KAK -- I 'm sorry you are starting down this road ... again .,1,road,10,
"Robin - I am right with you g/f ... I have 2 more AC , then 12 weekly Taxol before I start rads .",1,road,28,
"Yes , to keeping hydrated while juicing the chemo . I made sure to drink minimum 2 liters water on day of chemo , then as much as I could stand .",1,light,90,
